 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 1994-May-18 12:00:00.000, 2449491.000000000, , , 19.1135757138187,-24.8107972,  296.2167104, -0.5070977,
 1994-Aug-16 12:00:00.000, 2449581.000000000, , , 18.7879051992416, 15.1759676,  293.2196867, -0.5272036,
 1994-Nov-14 12:00:00.000, 2449671.000000000, , , 20.1399855142293, 26.1810761,  293.1759256, -0.5021748,
 1995-Feb-12 12:00:00.000, 2449761.000000000, , , 20.5852157152963,-12.2232941,  297.9374886, -0.5012368,
 1995-May-13 12:00:00.000, 2449851.000000000, , , 19.3135386472277,-26.9099202,  300.4465725, -0.5446822,
 1995-Aug-11 12:00:00.000, 2449941.000000000, , , 18.7737753501549, 10.7807183,  297.6872083, -0.5710033,
 1995-Nov-09 12:00:00.000, 2450031.000000000, , , 20.0486345870657, 28.1159428,  297.0121142, -0.5444878,
 1996-Feb-07 12:00:00.000, 2450121.000000000, , , 20.6953405292254, -7.9288421,  301.5313105, -0.5366873,
 1996-May-07 12:00:00.000, 2450211.000000000, , , 19.5193515854470,-28.3024755,  304.5833382, -0.5786348,
 1996-Aug-05 12:00:00.000, 2450301.000000000, , , 18.7810671511104,  6.1037458,  302.1613332, -0.6113272,
 1996-Nov-03 12:00:00.000, 2450391.000000000, , , 19.9453341629643, 29.3585837,  300.8965736, -0.5847943,
 1997-Feb-01 12:00:00.000, 2450481.000000000, , , 20.7778590747620, -3.4573001,  305.0907246, -0.5698429,
 1997-May-02 12:00:00.000, 2450571.000000000, , , 19.7263058568190,-28.9618627,  308.6263073, -0.6089927,
 1997-Jul-31 12:00:00.000, 2450661.000000000, , , 18.8103540266439,  1.2849996,  306.6291142, -0.6477839,
 1997-Oct-29 12:00:00.000, 2450751.000000000, , , 19.8334159964509, 29.8609983,  304.8328147, -0.6228161,
 1998-Jan-27 12:00:00.000, 2450841.000000000, , , 20.8316748945673,  1.0858147,  308.6258973, -0.6007487,
 1998-Apr-27 12:00:00.000, 2450931.000000000, , , 19.9299011230952,-28.8795903,  312.5767813, -0.6357969,
 1998-Jul-26 12:00:00.000, 2451021.000000000, , , 18.8616640851599, -3.5379690,  311.0766142, -0.6800452,
 1998-Oct-24 12:00:00.000, 2451111.000000000, , , 19.7167352003855, 29.5942683,  308.8231961, -0.6582520,
 1999-Jan-22 12:00:00.000, 2451201.000000000, , , 20.8565508809808,  5.6056873,  312.1463469, -0.6292633,
 1999-Apr-22 12:00:00.000, 2451291.000000000, , , 20.1262460933788,-28.0634346,  316.4382976, -0.6590840,
 1999-Jul-21 12:00:00.000, 2451381.000000000, , , 18.9346122704583, -8.2430343,  315.4912588, -0.7078836,
 1999-Oct-19 12:00:00.000, 2451471.000000000, , , 19.5993501634395, 28.5604036,  312.8683490, -0.6907925,
 2000-Jan-17 12:00:00.000, 2451561.000000000, , , 20.8531618240284, 10.0117020,  315.6623455, -0.6554368,
 2000-Apr-16 12:00:00.000, 2451651.000000000, , , 20.3117367442499,-26.5590088,  320.2153727, -0.6789834,
 2000-Jul-15 12:00:00.000, 2451741.000000000, , , 19.0283393560100,-12.7029692,  319.8609899, -0.7311726,
 2000-Oct-13 12:00:00.000, 2451831.000000000, , , 19.4856430931288, 26.7850980,  316.9667554, -0.7200978,
 2001-Jan-11 12:00:00.000, 2451921.000000000, , , 20.8229027997707, 14.2091023,  319.1836024, -0.6792028,
 2001-Apr-11 12:00:00.000, 2452011.000000000, , , 20.4833053878797,-24.4285526,  323.9145512, -0.6956426,
 2001-Jul-10 12:00:00.000, 2452101.000000000, , , 19.1413978075077,-16.7935577,  324.1751971, -0.7498578,
 2001-Oct-08 12:00:00.000, 2452191.000000000, , , 19.3799791993049, 24.3188754,  321.1164294, -0.7458306,
 2002-Jan-06 12:00:00.000, 2452281.000000000, , , 20.7677432475247, 18.0847986,  322.7205655, -0.7005256,
 2002-Apr-06 12:00:00.000, 2452371.000000000, , , 20.6380100297150,-21.7381547,  327.5447084, -0.7092269,
 2002-Jul-05 12:00:00.000, 2452461.000000000, , , 19.2716710090841,-20.4031164,  328.4262676, -0.7639757,
 2002-Oct-03 12:00:00.000, 2452551.000000000, , , 19.2860809500716, 21.2175671,  325.3144166, -0.7677272,
 2003-Jan-01 12:00:00.000, 2452641.000000000, , , 20.6898804947212, 21.5376333,  326.2845141, -0.7193648,
 2003-Apr-01 12:00:00.000, 2452731.000000000, , , 20.7732147856539,-18.5504187,  331.1153694, -0.7198865,
 2003-Jun-30 12:00:00.000, 2452821.000000000, , , 19.4164493203629,-23.4384247,  332.6089378, -0.7736854,
 2003-Sep-28 12:00:00.000, 2452911.000000000, , , 19.2072939745835, 17.5491646,  329.5557048, -0.7855439,
 2003-Dec-27 12:00:00.000, 2453001.000000000, , , 20.5918135277025, 24.4807933,  329.8856904, -0.7356296,
 2004-Mar-26 12:00:00.000, 2453091.000000000, , , 20.8867388041207,-14.9287840,  334.6367300, -0.7277610,
 2004-Jun-24 12:00:00.000, 2453181.000000000, , , 19.5726740042005,-25.8411458,  336.7195116, -0.7791716,
 2004-Sep-22 12:00:00.000, 2453271.000000000, , , 19.1463555243535, 13.3987075,  333.8341262, -0.7990416,
 2004-Dec-21 12:00:00.000, 2453361.000000000, , , 20.4763535843827, 26.8473699,  333.5334941, -0.7491890,
 2005-Mar-21 12:00:00.000, 2453451.000000000, , , 20.9764139961516,-10.9546918,  338.1200621, -0.7329900,
 2005-Jun-19 12:00:00.000, 2453541.000000000, , , 19.7365699591297,-27.5744133,  340.7562741, -0.7806565,
 2005-Sep-17 12:00:00.000, 2453631.000000000, , , 19.1051358471282,  8.8794118,  338.1412276, -0.8080257,
 2005-Dec-16 12:00:00.000, 2453721.000000000, , , 20.3463431489547, 28.5824121,  337.2365807, -0.7599231,
 2006-Mar-16 12:00:00.000, 2453811.000000000, , , 21.0404517962899, -6.7235377,  341.5759562, -0.7356780,
 2006-Jun-14 12:00:00.000, 2453901.000000000, , , 19.9040738844586,-28.6210754,  344.7197187, -0.7783578,
 2006-Sep-12 12:00:00.000, 2453991.000000000, , , 19.0849239600351,  4.1307404,  342.4670898, -0.8123625,
 2006-Dec-11 12:00:00.000, 2454081.000000000, , , 20.2050887353889, 29.6303824,  341.0021300, -0.7676630,
 2007-Mar-11 12:00:00.000, 2454171.000000000, , , 21.0775357449937, -2.3355811,  345.0159357, -0.7358605,
 2007-Jun-09 12:00:00.000, 2454261.000000000, , , 20.0712361892849,-28.9681867,  348.6112517, -0.7724866,
 2007-Sep-07 12:00:00.000, 2454351.000000000, , , 19.0863236099784, -0.7075522,  346.8019340, -0.8119986,
 2007-Dec-06 12:00:00.000, 2454441.000000000, , , 20.0560637962028, 29.9428661,  344.8359023, -0.7721900,
 2008-Mar-05 12:00:00.000, 2454531.000000000, , , 21.0866842358947,  2.1062584,  348.4511313, -0.7335602,
 2008-Jun-03 12:00:00.000, 2454621.000000000, , , 20.2338106614360,-28.6120659,  352.4339541, -0.7633002,
 2008-Sep-01 12:00:00.000, 2454711.000000000, , , 19.1091360144078, -5.5022416,  351.1338882, -0.8069146,
 2008-Nov-30 12:00:00.000, 2454801.000000000, , , 19.9026688585396, 29.4839379,  348.7419990, -0.7732736,
 2009-Feb-28 12:00:00.000, 2454891.000000000, , , 21.0673002208665,  6.5123748,  351.8909728, -0.7287632,
 2009-May-29 12:00:00.000, 2454981.000000000, , , 20.3876081902636,-27.5658571,  356.1916384, -0.7510050,
 2009-Aug-27 12:00:00.000, 2455071.000000000, , , 19.1523481568335,-10.1271468,  355.4514474, -0.7971479,
 2009-Nov-25 12:00:00.000, 2455161.000000000, , , 19.7485651585496, 28.2482514,  352.7218240, -0.7706620,
 2010-Feb-23 12:00:00.000, 2455251.000000000, , , 21.0193615788547, 10.7951654,  355.3461794, -0.7214585,
 2010-May-24 12:00:00.000, 2455341.000000000, , , 20.5286585154973,-25.8697841,  359.8888079, -0.7357632,
 2010-Aug-22 12:00:00.000, 2455431.000000000, , , 19.2143039134853,-14.4685262,  359.7439555, -0.7828175,
 2010-Nov-20 12:00:00.000, 2455521.000000000, , , 19.5972522443820, 26.2645464,  356.7748658, -0.7641586,
 2011-Feb-18 12:00:00.000, 2455611.000000000, , , 20.9435416738068, 14.8649691,  358.8261072, -0.7115660,
 2011-May-19 12:00:00.000, 2455701.000000000, , , 20.6533587467181,-23.5845664,    3.5313418, -0.7177470,
 2011-Aug-17 12:00:00.000, 2455791.000000000, , , 19.2929145744144,-18.4058770,    4.0000198, -0.7641430,
 2011-Nov-15 12:00:00.000, 2455881.000000000, , , 19.4525393271926, 23.5831223,    0.8981809, -0.7535666,
 2012-Feb-13 12:00:00.000, 2455971.000000000, , , 20.8413015512165, 18.6218687,    2.3390360, -0.6990016,
 2012-May-13 12:00:00.000, 2456061.000000000, , , 20.7588524438313,-20.7738511,    7.1247067, -0.6971117,
 2012-Aug-11 12:00:00.000, 2456151.000000000, , , 19.3859442850964,-21.8319572,    8.2100650, -0.7413753,
 2012-Nov-09 12:00:00.000, 2456241.000000000, , , 19.3183977745115, 20.2685636,    5.0861214, -0.7387137,
 2013-Feb-07 12:00:00.000, 2456331.000000000, , , 20.7149448713207, 21.9597029,    5.8943568, -0.6836899,
 2013-May-08 12:00:00.000, 2456421.000000000, , , 20.8426769591313,-17.4999405,   10.6759889, -0.6740354,
 2013-Aug-06 12:00:00.000, 2456511.000000000, , , 19.4908472992832,-24.6542571,   12.3666704, -0.7148170,
 2013-Nov-04 12:00:00.000, 2456601.000000000, , , 19.1984833308238, 16.3956492,    9.3325760, -0.7195171,
 2014-Feb-02 12:00:00.000, 2456691.000000000, , , 20.5672638821833, 24.7892823,    9.5006200, -0.6655805,
 2014-May-03 12:00:00.000, 2456781.000000000, , , 20.9029768798975,-13.8287850,   14.1940709, -0.6486600,
 2014-Aug-01 12:00:00.000, 2456871.000000000, , , 19.6047966973691,-26.8093650,   16.4646331, -0.6848074,
 2014-Oct-30 12:00:00.000, 2456961.000000000, , , 19.0961906968160, 12.0567611,   13.6300565, -0.6959727,
 2015-Jan-28 12:00:00.000, 2457051.000000000, , , 20.4017413079290, 27.0386208,   13.1670272, -0.6445854,
 2015-Apr-28 12:00:00.000, 2457141.000000000, , , 20.9385971334957, -9.8301321,   17.6881731, -0.6210710,
 2015-Jul-27 12:00:00.000, 2457231.000000000, , , 19.7249612979591,-28.2687400,   20.5022277, -0.6517082,
 2015-Oct-25 12:00:00.000, 2457321.000000000, , , 19.0142267361941,  7.3685000,   17.9698307, -0.6681565,
 2016-Jan-23 12:00:00.000, 2457411.000000000, , , 20.2221515631088, 28.6501514,   16.9026710, -0.6205911,
 2016-Apr-22 12:00:00.000, 2457501.000000000, , , 20.9485447219060, -5.5964739,   21.1689322, -0.5913730,
 2016-Jul-21 12:00:00.000, 2457591.000000000, , , 19.8479183023533,-29.0229234,   24.4793621, -0.6158889,
 2016-Oct-19 12:00:00.000, 2457681.000000000, , , 18.9544368688264,  2.4697903,   22.3423324, -0.6361979,
 2017-Jan-17 12:00:00.000, 2457771.000000000, , , 20.0322800122674, 29.5703108,   20.7153643, -0.5935100,
 2017-Apr-17 12:00:00.000, 2457861.000000000, , , 20.9321191203235, -1.2271859,   24.6476960, -0.5596338,
 2017-Jul-16 12:00:00.000, 2457951.000000000, , , 19.9699863345341,-29.0714316,   28.3976857, -0.5776631,
 2017-Oct-14 12:00:00.000, 2458041.000000000, , , 18.9179374879049, -2.4810793,   26.7367030, -0.6002728,
 2018-Jan-12 12:00:00.000, 2458131.000000000, , , 19.8363188483041, 29.7464888,   24.6124878, -0.5632503,
 2018-Apr-12 12:00:00.000, 2458221.000000000, , , 20.8890332339441,  3.1778978,   28.1364160, -0.5258579,
 2018-Jul-11 12:00:00.000, 2458311.000000000, , , 20.0876653731839,-28.4184256,   32.2613709, -0.5372822,
 2018-Oct-09 12:00:00.000, 2458401.000000000, , , 18.9050457859577, -7.3444065,   31.1423897, -0.5606564,
 2019-Jan-07 12:00:00.000, 2458491.000000000, , , 19.6384022925647, 29.1430427,   28.6001896, -0.5297447,
 2019-Apr-07 12:00:00.000, 2458581.000000000, , , 20.8193815292516,  7.5239571,   31.6468079, -0.4900488,
 2019-Jul-06 12:00:00.000, 2458671.000000000, , , 20.1973281187467,-27.0800719,   36.0754977, -0.4950060,
 2019-Oct-04 12:00:00.000, 2458761.000000000, , , 18.9152306443441,-11.9857997,   35.5485557, -0.5176705,
 2020-Jan-02 12:00:00.000, 2458851.000000000, , , 19.4426808217162, 27.7431781,   32.6818879, -0.4929245,
 2020-Apr-01 12:00:00.000, 2458941.000000000, , , 20.7236010086627, 11.7296077,   35.1904455, -0.4521697,
 2020-Jun-30 12:00:00.000, 2459031.000000000, , , 20.2955320045511,-25.0992441,   39.8458182, -0.4510386,
 2020-Sep-28 12:00:00.000, 2459121.000000000, , , 18.9470394428615,-16.2866165,   39.9444242, -0.4716544,
 2020-Dec-27 12:00:00.000, 2459211.000000000, , , 19.2532738132700, 25.5663985,   36.8591608, -0.4527294,
 2021-Mar-27 12:00:00.000, 2459301.000000000, , , 20.6025318016114, 15.7050677,   38.7788178, -0.4121871,
 2021-Jun-25 12:00:00.000, 2459391.000000000, , , 20.3787300107339,-22.5399170,   43.5802062, -0.4055556,
 2021-Sep-23 12:00:00.000, 2459481.000000000, , , 18.9981944908414,-20.1306579,   44.3203184, -0.4229733,
 2021-Dec-22 12:00:00.000, 2459571.000000000, , , 19.0739312872579, 22.6623221,   41.1312218, -0.4091881,
 2022-Mar-22 12:00:00.000, 2459661.000000000, , , 20.4574029514598, 19.3530604,   42.4230912, -0.3700600,
 2022-Jun-20 12:00:00.000, 2459751.000000000, , , 20.4434899785052,-19.4803544,   47.2862962, -0.3586803,
 2022-Sep-18 12:00:00.000, 2459841.000000000, , , 19.0656491626222,-23.4056438,   48.6673070, -0.3720293,
 2022-Dec-17 12:00:00.000, 2459931.000000000, , , 18.9083314123115, 19.1016345,   45.4932253, -0.3624002,
 2023-Mar-17 12:00:00.000, 2460021.000000000, , , 20.2900104762784, 22.5654749,   46.1334578, -0.3257144,
 2023-Jun-15 12:00:00.000, 2460111.000000000, , , 20.4869988058614,-15.9867697,   50.9711220, -0.3105090,
 2023-Sep-13 12:00:00.000, 2460201.000000000, , , 19.1460927868789,-26.0227873,   52.9770323, -0.3192653,
 2023-Dec-12 12:00:00.000, 2460291.000000000, , , 18.7597908168126, 14.9711715,   49.9378005, -0.3125483,
 2024-Mar-11 12:00:00.000, 2460381.000000000, , , 20.1027453031516, 25.2430420,   49.9184708, -0.2791244,
 2024-Jun-09 12:00:00.000, 2460471.000000000, , , 20.5067428267832,-12.1289302,   54.6426283, -0.2611809,
 2024-Sep-07 12:00:00.000, 2460561.000000000, , , 19.2357721695915,-27.9171794,   57.2421176, -0.2651163,
 2024-Dec-06 12:00:00.000, 2460651.000000000, , , 18.6311940860903, 10.3696924,   54.4547337, -0.2599185,
 2025-Mar-06 12:00:00.000, 2460741.000000000, , , 19.8985660786650, 27.3100702,   53.7860033, -0.2303255,
 2025-Jun-04 12:00:00.000, 2460831.000000000, , , 20.5009866255017, -7.9815106,   58.3082884, -0.2108126,
 2025-Sep-02 12:00:00.000, 2460921.000000000, , , 19.3309463235822,-29.0560955,   61.4578545, -0.2099844,
 2025-Dec-01 12:00:00.000, 2461011.000000000, , , 18.5252472590955,  5.4297510,   59.0306231, -0.2048864,
 2026-Mar-01 12:00:00.000, 2461101.000000000, , , 19.6814389398276, 28.7083957,   57.7432204, -0.1794030,
 2026-May-30 12:00:00.000, 2461191.000000000, , , 20.4689548328289, -3.6337750,   61.9769069, -0.1594915,
 2026-Aug-28 12:00:00.000, 2461281.000000000, , , 19.4282322272641,-29.4355729,   65.6215732, -0.1542563,
 2026-Nov-26 12:00:00.000, 2461371.000000000, , , 18.4441501963437,  0.3040592,   63.6521425, -0.1479550,
 2027-Feb-24 12:00:00.000, 2461461.000000000, , , 19.4559529323713, 29.3850982,   61.7960808, -0.1264625,
 2027-May-25 12:00:00.000, 2461551.000000000, , , 20.4104652174442,  0.8088663,   65.6584163, -0.1073258,
 2027-Aug-23 12:00:00.000, 2461641.000000000, , , 19.5240514689059,-29.0663153,   69.7328224, -0.0983175,
 2027-Nov-21 12:00:00.000, 2461731.000000000, , , 18.3893075204871, -4.8343077,   68.3038786, -0.0896650,
 2028-Feb-19 12:00:00.000, 2461821.000000000, , , 19.2268294046152, 29.2884996,   65.9501187, -0.0716529,
 2028-May-19 12:00:00.000, 2461911.000000000, , , 20.3258019156529,  5.2435166,   69.3619193, -0.0543872,
 2028-Aug-17 12:00:00.000, 2462001.000000000, , , 19.6148783517290,-27.9703369,   73.7937439, -0.0424831,
 2028-Nov-15 12:00:00.000, 2462091.000000000, , , 18.3612597998182, -9.8152810,   72.9703084, -0.0305601,
 2029-Feb-13 12:00:00.000, 2462181.000000000, , , 18.9992197186724, 28.3795833,   70.2093155, -0.0151838,
 2029-May-14 12:00:00.000, 2462271.000000000, , , 20.2157766048873,  9.5671108,   73.0990998, -0.0007939,
 2029-Aug-12 12:00:00.000, 2462361.000000000, , , 19.6973755702137,-26.1746685,   77.8081742,  0.0129989,
 2029-Nov-10 12:00:00.000, 2462451.000000000, , , 18.3596733525097,-14.4895148,   77.6377363,  0.0287862,
 2030-Feb-08 12:00:00.000, 2462541.000000000, , , 18.7781629256864, 26.6484943,   74.5759804,  0.0426403,
 2030-May-09 12:00:00.000, 2462631.000000000, , , 20.0817664837051, 13.6879007,   76.8815965,  0.0533795,
 2030-Aug-07 12:00:00.000, 2462721.000000000, , , 19.7683508005941,-23.7309598,   81.7822693,  0.0679411,
 2030-Nov-05 12:00:00.000, 2462811.000000000, , , 18.3832573083402,-18.7240546,   82.2919919,  0.0877988,
 2031-Feb-03 12:00:00.000, 2462901.000000000, , , 18.5687075781864, 24.1157403,   79.0502200,  0.1014683,
 2031-May-04 12:00:00.000, 2462991.000000000, , , 19.9256243566742, 17.5189541,   80.7202045,  0.1080766,
 2031-Aug-02 12:00:00.000, 2463081.000000000, , , 19.8251003255766,-20.7137233,   85.7233441,  0.1221705,
 2031-Oct-31 12:00:00.000, 2463171.000000000, , , 18.4299269316239,-22.4001235,   86.9211453,  0.1459384,
 2032-Jan-29 12:00:00.000, 2463261.000000000, , , 18.3756989871452, 20.8398880,   83.6289996,  0.1609020,
 2032-Apr-28 12:00:00.000, 2463351.000000000, , , 19.7497077316969, 20.9639936,   84.6272597,  0.1631829,
 2032-Jul-27 12:00:00.000, 2463441.000000000, , , 19.8648994673256,-17.2159015,   89.6401394,  0.1755409,
 2032-Oct-25 12:00:00.000, 2463531.000000000, , , 18.4967151331053,-25.4090895,   91.5156701,  0.2027492,
 2033-Jan-23 12:00:00.000, 2463621.000000000, , , 18.2034156060303, 16.9010731,   88.3071289,  0.2204614,
 2033-Apr-23 12:00:00.000, 2463711.000000000, , , 19.5566387262761, 23.9204492,   88.6145945,  0.2185637,
 2033-Jul-22 12:00:00.000, 2463801.000000000, , , 19.8852950387076,-13.3281679,   93.5432433,  0.2279629,
 2033-Oct-20 12:00:00.000, 2463891.000000000, , , 18.5799550542518,-27.6605204,   96.0675888,  0.2578602,
 2034-Jan-18 12:00:00.000, 2463981.000000000, , , 18.0557487168603, 12.4064507,   93.0762165,  0.2795905,
 2034-Apr-18 12:00:00.000, 2464071.000000000, , , 19.3495701483598, 26.2850522,   92.6933023,  0.2740598,
 2034-Jul-17 12:00:00.000, 2464161.000000000, , , 19.8843025280462, -9.1317272,   97.4431057,  0.2793823,
 2034-Oct-15 12:00:00.000, 2464251.000000000, , , 18.6756553350358,-29.1002185,  100.5719381,  0.3109037,
 2035-Jan-13 12:00:00.000, 2464341.000000000, , , 17.9357469964404,  7.4789282,   97.9242488,  0.3376561,
 2035-Apr-13 12:00:00.000, 2464431.000000000, , , 19.1319544583022, 27.9686408,   96.8734439,  0.3294642,
 2035-Jul-12 12:00:00.000, 2464521.000000000, , , 19.8601482716841, -4.7132613,  101.3500198,  0.3296937,
 2035-Oct-10 12:00:00.000, 2464611.000000000, , , 18.7791617035410,-29.7056965,  105.0253677,  0.3615715,
 2036-Jan-08 12:00:00.000, 2464701.000000000, , , 17.8453530440553,  2.2614407,  102.8362699,  0.3939931,
 2036-Apr-07 12:00:00.000, 2464791.000000000, , , 18.9073623456307, 28.9135159,  101.1622260,  0.3844838,
 2036-Jul-06 12:00:00.000, 2464881.000000000, , , 19.8115365667155, -0.1693214,  105.2742012,  0.3789876,
 2036-Oct-04 12:00:00.000, 2464971.000000000, , , 18.8855583699297,-29.4877207,  109.4256323,  0.4096179,
 2037-Jan-02 12:00:00.000, 2465061.000000000, , , 17.7857520398475, -3.0696932,  107.7941201,  0.4479238,
 2037-Apr-02 12:00:00.000, 2465151.000000000, , , 18.6802555184179, 29.0737330,  105.5646817,  0.4386869,
 2037-Jul-01 12:00:00.000, 2465241.000000000, , , 19.7380010211239,  4.3886501,  109.2252393,  0.4264751,
 2037-Sep-29 12:00:00.000, 2465331.000000000, , , 18.9903052583382,-28.4770555,  113.7726318,  0.4548418,
 2037-Dec-28 12:00:00.000, 2465421.000000000, , , 17.7573269503423, -8.3234853,  112.7778276,  0.4987406,
 2038-Mar-28 12:00:00.000, 2465511.000000000, , , 18.4555229327882, 28.4178235,  110.0837457,  0.4915461,
 2038-Jun-26 12:00:00.000, 2465601.000000000, , , 19.6399080280966,  8.8422891,  113.2132100,  0.4726093,
 2038-Sep-24 12:00:00.000, 2465691.000000000, , , 19.0890757128694,-26.7166691,  118.0680759,  0.4970710,
 2038-Dec-23 12:00:00.000, 2465781.000000000, , , 17.7596624552397,-13.3061868,  117.7664100,  0.5457867,
 2039-Mar-23 12:00:00.000, 2465871.000000000, , , 18.2383553400487, 26.9168379,  114.7188133,  0.5425055,
 2039-Jun-21 12:00:00.000, 2465961.000000000, , , 19.5183706000289, 13.0842041,  117.2472341,  0.5169853,
 2039-Sep-19 12:00:00.000, 2466051.000000000, , , 19.1781481995775,-24.2591317,  122.3145763,  0.5361401,
 2039-Dec-18 12:00:00.000, 2466141.000000000, , , 17.7914942994531,-17.8459254,  122.7401002,  0.5885257,
 2040-Mar-17 12:00:00.000, 2466231.000000000, , , 18.0342394462753, 24.5738859,  119.4668042,  0.5909269,
 2040-Jun-15 12:00:00.000, 2466321.000000000, , , 19.3753269070362, 17.0135463,  121.3370387,  0.5593436,
 2040-Sep-13 12:00:00.000, 2466411.000000000, , , 19.2542120378801,-21.1699671,  126.5176251,  0.5719416,
 2040-Dec-12 12:00:00.000, 2466501.000000000, , , 17.8507601075738,-21.8068234,  127.6808445,  0.6265395,
 2041-Mar-12 12:00:00.000, 2466591.000000000, , , 17.8484466154745, 21.4300773,  124.3221488,  0.6361212,
 2041-Jun-10 12:00:00.000, 2466681.000000000, , , 19.2134331848523, 20.5382622,  125.4920799,  0.5994186,
 2041-Sep-08 12:00:00.000, 2466771.000000000, , , 19.3144392527413,-17.5438823,  130.6843103,  0.6044322,
 2041-Dec-07 12:00:00.000, 2466861.000000000, , , 17.9344735548208,-25.0698008,  132.5730052,  0.6595462,
 2042-Mar-07 12:00:00.000, 2466951.000000000, , , 17.6861585692944, 17.5703387,  129.2745220,  0.6773608,
 2042-Jun-05 12:00:00.000, 2467041.000000000, , , 19.0360535868151, 23.5659367,  129.7215711,  0.6369446,
 2042-Sep-03 12:00:00.000, 2467131.000000000, , , 19.3567442278215,-13.4880020,  134.8218635,  0.6335746,
 2042-Dec-02 12:00:00.000, 2467221.000000000, , , 18.0391345153939,-27.5450437,  137.4039633,  0.6873493,
 2043-Mar-02 12:00:00.000, 2467311.000000000, , , 17.5519797222565, 13.1105533,  134.3106499,  0.7139575,
 2043-May-31 12:00:00.000, 2467401.000000000, , , 18.8471060294609, 25.9993364,  134.0338936,  0.6715952,
 2043-Aug-29 12:00:00.000, 2467491.000000000, , , 19.3793804531867, -9.1208322,  138.9399580,  0.6593235,
 2043-Nov-27 12:00:00.000, 2467581.000000000, , , 18.1605822426911,-29.1587294,  142.1639284,  0.7099088,
 2044-Feb-25 12:00:00.000, 2467671.000000000, , , 17.4496428046617,  8.1873050,  139.4151225,  0.7452888,
 2044-May-25 12:00:00.000, 2467761.000000000, , , 18.6507741977698, 27.7479030,  138.4367357,  0.7030286,
 2044-Aug-23 12:00:00.000, 2467851.000000000, , , 19.3811568280142, -4.5496796,  143.0485925,  0.6816594,
 2044-Nov-21 12:00:00.000, 2467941.000000000, , , 18.2942739996883,-29.8709943,  146.8474928,  0.7273280,
 2045-Feb-19 12:00:00.000, 2468031.000000000, , , 17.3821352349357,  2.9584944,  144.5687168,  0.7708190,
 2045-May-20 12:00:00.000, 2468121.000000000, , , 18.4518698293848, 28.7313149,  142.9375015,  0.7308327,
 2045-Aug-18 12:00:00.000, 2468211.000000000, , , 19.3616333577916,  0.1271714,  147.1586111,  0.7006038,
 2045-Nov-16 12:00:00.000, 2468301.000000000, , , 18.4357420282748,-29.6844861,  151.4526613,  0.7397564,
 2046-Feb-14 12:00:00.000, 2468391.000000000, , , 17.3512935269094, -2.4071653,  149.7515788,  0.7901091,
 2046-May-15 12:00:00.000, 2468481.000000000, , , 18.2554012853278, 28.9021236,  147.5408848,  0.7545876,
 2046-Aug-13 12:00:00.000, 2468571.000000000, , , 19.3207952904838,  4.8020271,  151.2820244,  0.7160004,
 2046-Nov-11 12:00:00.000, 2468661.000000000, , , 18.5801218056115,-28.6391689,  155.9804271,  0.7473843,
 2047-Feb-09 12:00:00.000, 2468751.000000000, , , 17.3574749108661, -7.7260696,  154.9424373,  0.8028891,
 2047-May-10 12:00:00.000, 2468841.000000000, , , 18.0661022287570, 28.2339672,  152.2495322,  0.7738915,
 2047-Aug-08 12:00:00.000, 2468931.000000000, , , 19.2588982527370,  9.3608774,  155.4298801,  0.7279027,
 2047-Nov-06 12:00:00.000, 2469021.000000000, , , 18.7224697602764,-26.7993417,  160.4349035,  0.7504102,
 2048-Feb-04 12:00:00.000, 2469111.000000000, , , 17.3996683300676,-12.8029424,  160.1192060,  0.8090523,
 2048-May-04 12:00:00.000, 2469201.000000000, , , 17.8888899886146, 26.7236640,  157.0631503,  0.7882591,
 2048-Aug-02 12:00:00.000, 2469291.000000000, , , 19.1766721210813, 13.6800000,  159.6136480,  0.7361408,
 2048-Oct-31 12:00:00.000, 2469381.000000000, , , 18.8579883810288,-24.2365888,  164.8215217,  0.7490435,
 2049-Jan-29 12:00:00.000, 2469471.000000000, , , 17.4757068894337,-17.4511246,  165.2616683,  0.8086208,
 2049-Apr-29 12:00:00.000, 2469561.000000000, , , 17.7284906837130, 24.3825985,  161.9770189,  0.7971938,
 2049-Jul-28 12:00:00.000, 2469651.000000000, , , 19.0754619485649, 17.6389036,  163.8438824,  0.7405633,
 2049-Oct-26 12:00:00.000, 2469741.000000000, , , 18.9820752159648,-21.0348673,  169.1466914,  0.7435120,
 2050-Jan-24 12:00:00.000, 2469831.000000000, , , 17.5822614336865,-21.5014343,  170.3497057,  0.8017526,
 2050-Apr-24 12:00:00.000, 2469921.000000000, , , 17.5893998009516, 21.2462302,  166.9824142,  0.8002476,
 2050-Jul-23 12:00:00.000, 2470011.000000000, , , 18.9571948052505, 21.1378865,  168.1283728,  0.7410156,
 2050-Oct-21 12:00:00.000, 2470101.000000000, , , 19.0909984194547,-17.2813893,  173.4173119,  0.7339679,
 2051-Jan-19 12:00:00.000, 2470191.000000000, , , 17.7152674666605,-24.8323807,  175.3655564,  0.7887226,
 2051-Apr-19 12:00:00.000, 2470281.000000000, , , 17.4757642192548, 17.3905402,  172.0662472,  0.7970560,
