 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 2003-Sep-28 12:00:00.000, 2452911.000000000, , , 9.10886816573824,-28.3925635,  102.5471381, -0.7385883,
 2003-Dec-27 12:00:00.000, 2453001.000000000, , , 8.05293538582885, -2.3160354,  100.1230835, -0.6783711,
 2004-Mar-26 12:00:00.000, 2453091.000000000, , , 8.97384674832889, 28.8080097,   96.6142427, -0.4657726,
 2004-Jun-24 12:00:00.000, 2453181.000000000, , , 10.0349268346834,  5.8908770,  104.9969432, -0.2872727,
 2004-Sep-22 12:00:00.000, 2453271.000000000, , , 9.43646317157740,-25.8194239,  115.3973810, -0.1670931,
 2004-Dec-21 12:00:00.000, 2453361.000000000, , , 8.16060531823748,-12.3797711,  115.7112045, -0.0325315,
 2005-Mar-21 12:00:00.000, 2453451.000000000, , , 8.68658910427686, 27.1752110,  110.3945792,  0.1204704,
 2005-Jun-19 12:00:00.000, 2453541.000000000, , , 9.95950754529156, 13.6961620,  116.6210117,  0.2364041,
 2005-Sep-17 12:00:00.000, 2453631.000000000, , , 9.74516660482580,-20.9358942,  127.6292810,  0.3750455,
 2005-Dec-16 12:00:00.000, 2453721.000000000, , , 8.39491075312285,-20.6303310,  130.7747108,  0.5889349,
 2006-Mar-16 12:00:00.000, 2453811.000000000, , , 8.46142518138014, 22.4165310,  124.7396350,  0.7348569,
 2006-Jun-14 12:00:00.000, 2453901.000000000, , , 9.82545579863788, 20.4108587,  128.3699450,  0.7603945,
 2006-Sep-12 12:00:00.000, 2453991.000000000, , , 10.0095696594698,-14.3790038,  139.3341011,  0.8692042,
 2006-Dec-11 12:00:00.000, 2454081.000000000, , , 8.72485435888501,-26.1324196,  145.0443598,  1.1350073,
 2007-Mar-11 12:00:00.000, 2454171.000000000, , , 8.32845330372292, 14.8975232,  139.4819204,  1.3299103,
 2007-Jun-09 12:00:00.000, 2454261.000000000, , , 9.64693013669851, 25.4537203,  140.3184132,  1.2661130,
 2007-Sep-07 12:00:00.000, 2454351.000000000, , , 10.2115612238760, -6.8124314,  150.6183832,  1.3037040,
 2007-Dec-06 12:00:00.000, 2454441.000000000, , , 9.11177199529972,-28.5617342,  158.4082362,  1.5772515,
 2008-Mar-05 12:00:00.000, 2454531.000000000, , , 8.30774277931345,  5.5274728,  154.3545895,  1.8524994,
 2008-Jun-03 12:00:00.000, 2454621.000000000, , , 9.44315613463842, 28.3023747,  152.5302231,  1.7325980,
 2008-Sep-01 12:00:00.000, 2454711.000000000, , , 10.3403524988580,  1.1487289,  161.5931688,  1.6711840,
 2008-Nov-30 12:00:00.000, 2454801.000000000, , , 9.51693793114797,-28.0655071,  170.8831017,  1.9070706,
 2009-Feb-28 12:00:00.000, 2454891.000000000, , , 8.40495608790332, -4.4362371,  169.0403201,  2.2569877,
 2009-May-29 12:00:00.000, 2454981.000000000, , , 9.23682470901526, 28.5930584,  165.0453832,  2.1363955,
 2009-Aug-27 12:00:00.000, 2455071.000000000, , , 10.3921362298873,  8.9249377,  172.3686070,  1.9665721,
 2009-Nov-25 12:00:00.000, 2455161.000000000, , , 9.90610265404220,-25.0762221,  182.5623278,  2.1282472,
 2010-Feb-23 12:00:00.000, 2455251.000000000, , , 8.61045863088670,-13.6602490,  183.2429710,  2.5170355,
 2010-May-24 12:00:00.000, 2455341.000000000, , , 9.05200709538684, 26.1566526,  177.8658380,  2.4527487,
 2010-Aug-22 12:00:00.000, 2455431.000000000, , , 10.3692683156607, 15.9928909,  183.0497072,  2.1858558,
 2010-Nov-20 12:00:00.000, 2455521.000000000, , , 10.2519420241133,-20.1331117,  193.5749231,  2.2499233,
 2011-Feb-18 12:00:00.000, 2455611.000000000, , , 8.90212823796134,-21.1066905,  196.7536160,  2.6294669,
 2011-May-19 12:00:00.000, 2455701.000000000, , , 8.91155402839461, 21.1155571,  190.9461253,  2.6581235,
 2011-Aug-17 12:00:00.000, 2455791.000000000, , , 10.2792271479701, 21.8740988,  193.7379934,  2.3249998,
 2011-Nov-15 12:00:00.000, 2455881.000000000, , , 10.5340762306768,-13.8109829,  204.0613509,  2.2826241,
 2012-Feb-13 12:00:00.000, 2455971.000000000, , , 9.25072954713574,-26.1486348,  209.4771124,  2.6086635,
 2012-May-13 12:00:00.000, 2456061.000000000, , , 8.83405966544584, 13.9081913,  204.1884575,  2.7347437,
 2012-Aug-11 12:00:00.000, 2456151.000000000, , , 10.1337690580867, 26.1401578,  204.5299170,  2.3798933,
 2012-Nov-09 12:00:00.000, 2456241.000000000, , , 10.7386995120374, -6.6436683,  214.1591518,  2.2359483,
 2013-Feb-07 12:00:00.000, 2456331.000000000, , , 9.62490146825892,-28.5817429,  221.4168573,  2.4776411,
 2013-May-08 12:00:00.000, 2456421.000000000, , , 8.83164167176284,  5.2795741,  217.4489212,  2.6751804,
 2013-Aug-06 12:00:00.000, 2456511.000000000, , , 9.94822969286981, 28.4389906,  215.5116050,  2.3462694,
 2013-Nov-04 12:00:00.000, 2456601.000000000, , , 10.8579861335344,  0.8565818,  223.9977985,  2.1178234,
 2014-Feb-02 12:00:00.000, 2456691.000000000, , , 9.99514326125082,-28.4948989,  232.6429531,  2.2604023,
 2014-May-03 12:00:00.000, 2456781.000000000, , , 8.90773760424884, -3.8215000,  230.5623404,  2.4853870,
 2014-Aug-01 12:00:00.000, 2456871.000000000, , , 9.74064664204575, 28.5021953,  226.7544708,  2.2205042,
 2014-Oct-30 12:00:00.000, 2456961.000000000, , , 10.8892292170501,  8.2333345,  233.6998112,  1.9342206,
 2015-Jan-28 12:00:00.000, 2457051.000000000, , , 10.3354274910746,-26.1680319,  243.2629709,  1.9780288,
 2015-Apr-28 12:00:00.000, 2457141.000000000, , , 9.05678859410133,-12.4294947,  243.3753211,  2.1840287,
 2015-Jul-27 12:00:00.000, 2457231.000000000, , , 9.53041513975973, 26.2196130,  238.3088127,  2.0008528,
 2015-Oct-25 12:00:00.000, 2457321.000000000, , , 10.8343633097905, 15.0465321,  243.3811964,  1.6897719,
 2016-Jan-23 12:00:00.000, 2457411.000000000, , , 10.6243797366515,-21.9804129,  253.3997449,  1.6473172,
 2016-Apr-22 12:00:00.000, 2457501.000000000, , , 9.26566886106396,-19.6972458,  255.7720395,  1.7977380,
 2016-Jul-21 12:00:00.000, 2457591.000000000, , , 9.33769364355178, 21.6459109,  250.1947673,  1.6893179,
 2016-Oct-19 12:00:00.000, 2457681.000000000, , , 10.6997447418552, 20.8849086,  253.1547538,  1.3879699,
 2017-Jan-17 12:00:00.000, 2457771.000000000, , , 10.8454800911506,-16.3479052,  263.1776042,  1.2808208,
 2017-Apr-17 12:00:00.000, 2457861.000000000, , , 9.51589882185661,-25.0416440,  267.6909046,  1.3556485,
 2017-Jul-16 12:00:00.000, 2457951.000000000, , , 9.18141098995672, 15.0784736,  262.3932247,  1.2939621,
 2017-Oct-14 12:00:00.000, 2458041.000000000, , , 10.4956937358749, 25.3408684,  263.1317079,  1.0319783,
 2018-Jan-12 12:00:00.000, 2458131.000000000, , , 10.9865282839462, -9.7061801,  272.7196063,  0.8879341,
 2018-Apr-12 12:00:00.000, 2458221.000000000, , , 9.78583240517821,-28.1315438,  279.1233123,  0.8845946,
 2018-Jul-11 12:00:00.000, 2458311.000000000, , , 9.07693484076717,  7.0356385,  274.8448242,  0.8305647,
 2018-Oct-09 12:00:00.000, 2458401.000000000, , , 10.2359479139358, 28.0484107,  273.4197795,  0.6256039,
 2019-Jan-07 12:00:00.000, 2458491.000000000, , , 11.0395982227063, -2.4729339,  282.1447873,  0.4757149,
 2019-Apr-07 12:00:00.000, 2458581.000000000, , , 10.0530759378120,-28.8963266,  290.1054597,  0.4065671,
 2019-Jul-06 12:00:00.000, 2458671.000000000, , , 9.03447803230490, -1.7359059,  287.4527135,  0.3225882,
 2019-Oct-04 12:00:00.000, 2458761.000000000, , , 9.93787286412191, 28.6960852,  284.1237049,  0.1745132,
 2020-Jan-02 12:00:00.000, 2458851.000000000, , , 11.0009606478376,  4.9188688,  291.5706776,  0.0499697,
 2020-Apr-01 12:00:00.000, 2458941.000000000, , , 10.2963572522166,-27.4353466,  300.7054009, -0.0617337,
 2020-Jun-30 12:00:00.000, 2459031.000000000, , , 9.05737004920895,-10.3774121,  300.0990642, -0.2009366,
 2020-Sep-28 12:00:00.000, 2459121.000000000, , , 9.62194292832986, 27.0587142,  295.3375657, -0.3118201,
 2020-Dec-27 12:00:00.000, 2459211.000000000, , , 10.8709179744135, 12.0426203,  301.1170752, -0.3838129,
 2021-Mar-27 12:00:00.000, 2459301.000000000, , , 10.4961630080720,-23.9921876,  311.0113843, -0.5081845,
 2021-Jun-25 12:00:00.000, 2459391.000000000, , , 9.14157298538554,-18.0228331,  312.6664091, -0.7092578,
 2021-Sep-23 12:00:00.000, 2459481.000000000, , , 9.31116708965283, 23.0609043,  307.1353503, -0.8181986,
 2021-Dec-22 12:00:00.000, 2459571.000000000, , , 10.6544312407010, 18.4458480,  310.9089020, -0.8196451,
 2022-Mar-22 12:00:00.000, 2459661.000000000, , , 10.6363627824473,-18.8819004,  321.1239934, -0.9237120,
 2022-Jun-20 12:00:00.000, 2459751.000000000, , , 9.27684141677137,-23.9362274,  325.0571131, -1.1743059,
 2022-Sep-18 12:00:00.000, 2459841.000000000, , , 9.03094139769073, 16.8216421,  319.5537308, -1.3217849,
 2022-Dec-17 12:00:00.000, 2459931.000000000, , , 10.3620657268894, 23.6726143,  321.0765895, -1.2496184,
 2023-Mar-17 12:00:00.000, 2460021.000000000, , , 10.7049300969355,-12.4765621,  331.1485318, -1.3009037,
 2023-Jun-15 12:00:00.000, 2460111.000000000, , , 9.44832548711912,-27.6229899,  337.2066257, -1.5737074,
 2023-Sep-13 12:00:00.000, 2460201.000000000, , , 8.80623257366669,  8.7540889,  332.5687174, -1.7914962,
 2023-Dec-12 12:00:00.000, 2460291.000000000, , , 10.0096846644522, 27.2422512,  331.7543679, -1.6625627,
 2024-Mar-11 12:00:00.000, 2460381.000000000, , , 10.6935344951833, -5.1910073,  341.1916623, -1.6328444,
 2024-Jun-09 12:00:00.000, 2460471.000000000, , , 9.63727512265913,-28.8386755,  349.0872962, -1.8921675,
 2024-Sep-07 12:00:00.000, 2460561.000000000, , , 8.65816595693590, -0.4229230,  346.0804380, -2.1905088,
 2024-Dec-06 12:00:00.000, 2460651.000000000, , , 9.61846677229831, 28.6967654,  343.0764451, -2.0423081,
 2025-Mar-06 12:00:00.000, 2460741.000000000, , , 10.5979524953364,  2.5315898,  351.3640717, -1.9121971,
 2025-Jun-04 12:00:00.000, 2460831.000000000, , , 9.82323906743560,-27.6040001,    0.7094917, -2.1208475,
 2025-Sep-02 12:00:00.000, 2460921.000000000, , , 8.60025384586488, -9.6936925,  359.9186190, -2.4823782,
 2025-Dec-01 12:00:00.000, 2461011.000000000, , , 9.21534540931454, 27.6373466,  355.1675491, -2.3661234,
 2026-Mar-01 12:00:00.000, 2461101.000000000, , , 10.4187238325450, 10.1899280,    1.7837415, -2.1303473,
 2026-May-30 12:00:00.000, 2461191.000000000, , , 9.98607942874939,-24.1143349,   12.1165586, -2.2556142,
 2026-Aug-28 12:00:00.000, 2461281.000000000, , , 8.63568579728727,-17.9611449,   13.8698607, -2.6396060,
 2026-Nov-26 12:00:00.000, 2461371.000000000, , , 8.83221604523505, 23.8168904,    8.1207797, -2.6041638,
 2027-Feb-24 12:00:00.000, 2461461.000000000, , , 10.1619085501195, 17.2478686,   12.5752783, -2.2766476,
 2027-May-25 12:00:00.000, 2461551.000000000, , , 10.1075373278932,-18.7271206,   23.3742558, -2.2955290,
 2027-Aug-23 12:00:00.000, 2461641.000000000, , , 8.75638163656520,-24.2340484,   27.7175638, -2.6501317,
 2027-Nov-21 12:00:00.000, 2461731.000000000, , , 8.50435789254168, 17.2679011,   21.9576213, -2.7213348,
 2028-Feb-19 12:00:00.000, 2461821.000000000, , , 9.83980876962010, 23.1035432,   23.8686953, -2.3381185,
 2028-May-19 12:00:00.000, 2461911.000000000, , , 10.1727292737717,-11.8741166,   34.5607265, -2.2412257,
 2028-Aug-17 12:00:00.000, 2462001.000000000, , , 8.94422286946392,-27.8596494,   41.2872812, -2.5186379,
 2028-Nov-15 12:00:00.000, 2462091.000000000, , , 8.26636263191768,  8.4487212,   36.5862009, -2.6844126,
 2029-Feb-13 12:00:00.000, 2462181.000000000, , , 9.47185685101238, 27.1435495,   35.7958507, -2.2994965,
 2029-May-14 12:00:00.000, 2462271.000000000, , , 10.1709826178129, -4.0739872,   45.7651475, -2.0943289,
 2029-Aug-12 12:00:00.000, 2462361.000000000, , , 9.17425772489428,-28.5794794,   54.4722546, -2.2627087,
 2029-Nov-10 12:00:00.000, 2462451.000000000, , , 8.14584957733826, -1.6465312,   51.7772065, -2.4741965,
 2030-Feb-08 12:00:00.000, 2462541.000000000, , , 9.08487414812817, 28.7557312,   48.4769321, -2.1447397,
 2030-May-09 12:00:00.000, 2462631.000000000, , , 10.0972607062297,  4.1145704,   57.0820207, -1.8569964,
 2030-Aug-07 12:00:00.000, 2462721.000000000, , , 9.41864129391212,-26.5072316,   67.2360252, -1.9065654,
 2030-Nov-05 12:00:00.000, 2462811.000000000, , , 8.15702123000255,-11.6311543,   67.1816919, -2.0975724,
 2031-Feb-03 12:00:00.000, 2462901.000000000, , , 8.71286456378109, 27.4411262,   61.9953735, -1.8602341,
 2031-May-04 12:00:00.000, 2462991.000000000, , , 9.95298539805426, 12.0793249,   68.6067507, -1.5322366,
 2031-Aug-02 12:00:00.000, 2463081.000000000, , , 9.65065071492424,-22.0309036,   79.5975242, -1.4758797,
 2031-Oct-31 12:00:00.000, 2463171.000000000, , , 8.29621509664972,-20.0520617,   82.4123663, -1.5901547,
 2032-Jan-29 12:00:00.000, 2463261.000000000, , , 8.39456475627906, 22.9406900,   76.3573341, -1.4413710,
 2032-Apr-28 12:00:00.000, 2463351.000000000, , , 9.74653357461019, 19.1687886,   80.4371904, -1.1250267,
 2032-Jul-27 12:00:00.000, 2463441.000000000, , , 9.84680798795037,-15.6912159,   91.6130210, -0.9946436,
 2032-Oct-25 12:00:00.000, 2463531.000000000, , , 8.54244075808117,-25.8333427,   97.1435142, -1.0058535,
 2033-Jan-23 12:00:00.000, 2463621.000000000, , , 8.16846780995158, 15.4600910,   91.4467881, -0.9014770,
 2033-Apr-23 12:00:00.000, 2463711.000000000, , , 9.49339102403446, 24.7171122,   92.6661676, -0.6435619,
 2033-Jul-22 12:00:00.000, 2463801.000000000, , , 9.98920107114125, -8.1154163,  103.3611993, -0.4840442,
 2033-Oct-20 12:00:00.000, 2463891.000000000, , , 8.86284917463032,-28.4593562,  111.1740731, -0.3999866,
 2034-Jan-18 12:00:00.000, 2463981.000000000, , , 8.06589457706440,  5.8148269,  106.9975350, -0.2781708,
 2034-Apr-18 12:00:00.000, 2464071.000000000, , , 9.21612861814136, 28.0781269,  105.3723835, -0.1014856,
 2034-Jul-17 12:00:00.000, 2464161.000000000, , , 10.0666661948100,  0.0650827,  114.9290672,  0.0374221,
 2034-Oct-15 12:00:00.000, 2464251.000000000, , , 9.22017066967454,-27.9816620,  124.4357868,  0.1830574,
 2035-Jan-13 12:00:00.000, 2464341.000000000, , , 8.10288427325534, -4.6274546,  122.6216406,  0.3694183,
 2035-Apr-13 12:00:00.000, 2464431.000000000, , , 8.94282305104974, 28.7195445,  118.6031415,  0.4796522,
 2035-Jul-12 12:00:00.000, 2464521.000000000, , , 10.0748465997740,  8.2002713,  126.4066659,  0.5530369,
 2035-Oct-10 12:00:00.000, 2464611.000000000, , , 9.57832498632332,-24.7964882,  136.9587212,  0.7136835,
 2036-Jan-08 12:00:00.000, 2464701.000000000, , , 8.27547416323151,-14.3104714,  137.9032653,  0.9763168,
 2036-Apr-07 12:00:00.000, 2464791.000000000, , , 8.70431762641120, 26.3244601,  132.3506188,  1.0683012,
 2036-Jul-06 12:00:00.000, 2464881.000000000, , , 10.0161194253135, 15.6815482,  137.8827435,  1.0470390,
 2036-Oct-04 12:00:00.000, 2464971.000000000, , , 9.90642609870653,-19.5010817,  148.8305370,  1.1752388,
 2037-Jan-02 12:00:00.000, 2465061.000000000, , , 8.56133838756230,-21.9449912,  152.5062828,  1.4908491,
 2037-Apr-02 12:00:00.000, 2465151.000000000, , , 8.53104489861607, 20.9498986,  146.5274562,  1.6232136,
 2037-Jul-01 12:00:00.000, 2465241.000000000, , , 9.89935800425575, 21.9103691,  149.4424727,  1.5038146,
 2037-Sep-29 12:00:00.000, 2465331.000000000, , , 10.1809538711992,-12.7383973,  160.1642674,  1.5597331,
 2037-Dec-28 12:00:00.000, 2465421.000000000, , , 8.92622636281173,-26.7942429,  166.2402457,  1.8851467,
 2038-Mar-28 12:00:00.000, 2465511.000000000, , , 8.44763224258098, 13.0994431,  160.9562491,  2.0985369,
 2038-Jun-26 12:00:00.000, 2465601.000000000, , , 9.73882362033275, 26.3625304,  161.1617970,  1.9070715,
 2038-Sep-24 12:00:00.000, 2465691.000000000, , , 10.3856620432520, -5.1459443,  171.0802210,  1.8642458,
 2038-Dec-23 12:00:00.000, 2465781.000000000, , , 9.33144540895646,-28.6836336,  179.0581400,  2.1535475,
 2039-Mar-23 12:00:00.000, 2465871.000000000, , , 8.46799144955844,  3.7299417,  175.3860630,  2.4534925,
 2039-Jun-21 12:00:00.000, 2465961.000000000, , , 9.55246284607041, 28.5952169,  173.1020768,  2.2397308,
 2039-Sep-19 12:00:00.000, 2466051.000000000, , , 10.5112170861617,  2.6858396,  181.6957263,  2.0882186,
 2039-Dec-18 12:00:00.000, 2466141.000000000, , , 9.73994927808069,-27.8175805,  191.0174607,  2.3042770,
 2040-Mar-17 12:00:00.000, 2466231.000000000, , , 8.59259739409249, -5.9536722,  189.5436900,  2.6628176,
 2040-Jun-15 12:00:00.000, 2466321.000000000, , , 9.36083579206063, 28.3157715,  185.3038000,  2.4840147,
 2040-Sep-13 12:00:00.000, 2466411.000000000, , , 10.5544339482632, 10.2303434,  192.1262078,  2.2318233,
 2040-Dec-12 12:00:00.000, 2466501.000000000, , , 10.1200700315778,-24.6277028,  202.2338600,  2.3513215,
 2041-Mar-12 12:00:00.000, 2466591.000000000, , , 8.80894367865313,-14.7632267,  203.1984214,  2.7218738,
 2041-Jun-10 12:00:00.000, 2466681.000000000, , , 9.18528304951858, 25.4348701,  197.7780386,  2.6230302,
 2041-Sep-08 12:00:00.000, 2466771.000000000, , , 10.5178826050409, 16.9975018,  202.4852664,  2.2952090,
 2041-Dec-07 12:00:00.000, 2466861.000000000, , , 10.4468475730285,-19.6118893,  212.8483200,  2.3092699,
 2042-Mar-07 12:00:00.000, 2466951.000000000, , , 9.09533526209564,-21.7902912,  216.2017379,  2.6442101,
 2042-Jun-05 12:00:00.000, 2467041.000000000, , , 9.04657305454791, 20.1153672,  210.4967556,  2.6435075,
 2042-Sep-03 12:00:00.000, 2467131.000000000, , , 10.4096260347910, 22.5642251,  212.8799626,  2.2779830,
 2042-Dec-02 12:00:00.000, 2467221.000000000, , , 10.7028099880676,-13.3006859,  223.0021898,  2.1909729,
 2043-Mar-02 12:00:00.000, 2467311.000000000, , , 9.42555873811495,-26.4981039,  228.4952949,  2.4539737,
 2043-May-31 12:00:00.000, 2467401.000000000, , , 8.96266572408656, 12.8156444,  223.3826078,  2.5389481,
 2043-Aug-29 12:00:00.000, 2467491.000000000, , , 10.2423038006973, 26.5182657,  223.4108837,  2.1792648,
 2043-Nov-27 12:00:00.000, 2467581.000000000, , , 10.8765606864701, -6.1882280,  232.8278410,  2.0068402,
 2044-Feb-25 12:00:00.000, 2467671.000000000, , , 9.77219820407568,-28.7066160,  240.0956173,  2.1779046,
 2044-May-25 12:00:00.000, 2467761.000000000, , , 8.94556775967036,  4.2416076,  236.3164153,  2.3129256,
 2044-Aug-23 12:00:00.000, 2467851.000000000, , , 10.0317964600179, 28.5326133,  234.1678103,  1.9980759,
 2044-Nov-21 12:00:00.000, 2467941.000000000, , , 10.9617522884443,  1.2423395,  242.4504492,  1.7649347,
 2045-Feb-19 12:00:00.000, 2468031.000000000, , , 10.1088199662296,-28.4935935,  251.0698163,  1.8403435,
 2045-May-20 12:00:00.000, 2468121.000000000, , , 8.99958252951372, -4.7075723,  249.1555116,  1.9800171,
 2045-Aug-18 12:00:00.000, 2468211.000000000, , , 9.79645239003452, 28.3478146,  245.2269742,  1.7344201,
 2045-Nov-16 12:00:00.000, 2468301.000000000, , , 10.9567681576949,  8.5486841,  251.9872511,  1.4712363,
 2046-Feb-14 12:00:00.000, 2468391.000000000, , , 10.4120640851656,-26.1056581,  261.5162712,  1.4608326,
 2046-May-15 12:00:00.000, 2468481.000000000, , , 9.12076389566904,-13.1230438,  261.7621679,  1.5642248,
 2046-Aug-13 12:00:00.000, 2468571.000000000, , , 9.55651499907074, 25.8566016,  256.6464768,  1.3907567,
 2046-Nov-11 12:00:00.000, 2468661.000000000, , , 10.8643186832925, 15.3001401,  261.5540136,  1.1303837,
 2047-Feb-09 12:00:00.000, 2468751.000000000, , , 10.6623903942064,-21.8904150,  271.5490494,  1.0542624,
 2047-May-10 12:00:00.000, 2468841.000000000, , , 9.29798015621656,-20.1991779,  274.0320683,  1.0944746,
 2047-Aug-08 12:00:00.000, 2468931.000000000, , , 9.33268105437356, 21.1128969,  268.4574059,  0.9739169,
 2047-Nov-06 12:00:00.000, 2469021.000000000, , , 10.6912955774495, 21.0794143,  271.2670272,  0.7463255,
 2048-Feb-04 12:00:00.000, 2469111.000000000, , , 10.8444304029714,-16.2373808,  281.2864269,  0.6315843,
 2048-May-04 12:00:00.000, 2469201.000000000, , , 9.51473786918588,-25.3615675,  285.9050374,  0.5995176,
 2048-Aug-02 12:00:00.000, 2469291.000000000, , , 9.14509988870411, 14.3960996,  280.6534266,  0.4971798,
 2048-Oct-31 12:00:00.000, 2469381.000000000, , , 10.4486132926602, 25.4830635,  281.2432899,  0.3232541,
 2049-Jan-29 12:00:00.000, 2469471.000000000, , , 10.9470432626071, -9.5645322,  290.8472705,  0.2009982,
 2049-Apr-29 12:00:00.000, 2469561.000000000, , , 9.75140560892300,-28.2751017,  297.3682811,  0.1044207,
 2049-Jul-28 12:00:00.000, 2469651.000000000, , , 9.01099126222672,  6.2296348,  293.1835530, -0.0184918,
 2049-Oct-26 12:00:00.000, 2469741.000000000, , , 10.1512161619382, 28.1172058,  291.6018435, -0.1330629,
 2050-Jan-24 12:00:00.000, 2469831.000000000, , , 10.9629507970570, -2.2821693,  300.3508628, -0.2308895,
 2050-Apr-24 12:00:00.000, 2469921.000000000, , , 9.98709535679116,-28.8539106,  308.4519013, -0.3710893,
 2050-Jul-23 12:00:00.000, 2470011.000000000, , , 8.94242041031358, -2.6409134,  305.9545305, -0.5448676,
 2050-Oct-21 12:00:00.000, 2470101.000000000, , , 9.81767173847280, 28.6533749,  302.4591310, -0.6138792,
 2051-Jan-19 12:00:00.000, 2470191.000000000, , , 10.8890113873451,  5.1796085,  309.9167938, -0.6580915,
 2051-Apr-19 12:00:00.000, 2470281.000000000, , , 10.2015366173751,-27.1902267,  319.2160183, -0.8123611,
 2051-Jul-18 12:00:00.000, 2470371.000000000, , , 8.94479829789686,-11.3111877,  318.8409233, -1.0496983,
 2051-Oct-16 12:00:00.000, 2470461.000000000, , , 9.47074687817194, 26.8291298,  313.9207894, -1.1054019,
 2052-Jan-14 12:00:00.000, 2470551.000000000, , , 10.7265794277416, 12.3842577,  319.6675502, -1.0740487,
 2052-Apr-13 12:00:00.000, 2470641.000000000, , , 10.3764000066952,-23.5190489,  329.7401477, -1.2087957,
 2052-Jul-12 12:00:00.000, 2470731.000000000, , , 9.01585120953189,-18.8866986,  331.7076157, -1.5012969,
 2052-Oct-10 12:00:00.000, 2470821.000000000, , , 9.13657454320080, 22.5499348,  326.0657683, -1.5865117,
 2053-Jan-08 12:00:00.000, 2470911.000000000, , , 10.4816996475634, 18.8490432,  329.7312298, -1.4706883,
 2053-Apr-08 12:00:00.000, 2471001.000000000, , , 10.4957100640101,-18.1661224,  340.1170036, -1.5524550,
 2053-Jul-07 12:00:00.000, 2471091.000000000, , , 9.14552832457759,-24.5984076,  344.4337752, -1.8734231,
 2053-Oct-05 12:00:00.000, 2471181.000000000, , , 8.84292808822596, 15.9371188,  338.9251815, -2.0276658,
 2054-Jan-03 12:00:00.000, 2471271.000000000, , , 10.1655468939304, 24.0742241,  340.2419646, -1.8372431,
 2054-Apr-03 12:00:00.000, 2471361.000000000, , , 10.5467550327186,-11.5164442,  350.4469036, -1.8367139,
 2054-Jul-02 12:00:00.000, 2471451.000000000, , , 9.31753240162236,-27.9467364,  356.9343032, -2.1483186,
 2054-Sep-30 12:00:00.000, 2471541.000000000, , , 8.61702670664758,  7.4598267,  352.4545251, -2.3919641,
 2054-Dec-29 12:00:00.000, 2471631.000000000, , , 9.79531863331909, 27.5401314,  351.3404370, -2.1588914,
 2055-Mar-29 12:00:00.000, 2471721.000000000, , , 10.5210487759834, -4.0070802,    0.8347304, -2.0550789,
 2055-Jun-27 12:00:00.000, 2471811.000000000, , , 9.51184944764031,-28.7035010,    9.1686887, -2.3168943,
 2055-Sep-25 12:00:00.000, 2471901.000000000, , , 8.48135594093933, -2.0547122,    6.5183762, -2.6407926,
 2055-Dec-24 12:00:00.000, 2471991.000000000, , , 9.39460869185310, 28.7395365,    3.1643104, -2.4153892,
 2056-Mar-23 12:00:00.000, 2472081.000000000, , , 10.4145340356766,  3.8866005,   11.3905217, -2.2004498,
 2056-Jun-21 12:00:00.000, 2472171.000000000, , , 9.70635057575500,-26.9282542,   21.1371824, -2.3775565,
 2056-Sep-19 12:00:00.000, 2472261.000000000, , , 8.44919946432187,-11.4725755,   20.8941647, -2.7430983,
 2056-Dec-18 12:00:00.000, 2472351.000000000, , , 8.99319414715327, 27.2492603,   15.8311065, -2.5805765,
 2057-Mar-18 12:00:00.000, 2472441.000000000, , , 10.2284381730054, 11.6218484,   22.2277477, -2.2647225,
 2057-Jun-16 12:00:00.000, 2472531.000000000, , , 9.87923918450555,-22.8772607,   32.8748238, -2.3335551,
 2057-Sep-14 12:00:00.000, 2472621.000000000, , , 8.52119210861776,-19.5815047,   35.3118020, -2.6849313,
 2057-Dec-13 12:00:00.000, 2472711.000000000, , , 8.62642134334864, 22.8237167,   29.4070083, -2.6239796,
 2058-Mar-13 12:00:00.000, 2472801.000000000, , , 9.97019066039362, 18.6184380,   33.4646246, -2.2385057,
 2058-Jun-11 12:00:00.000, 2472891.000000000, , , 10.0110944660898,-16.9689421,   44.4404998, -2.1908264,
 2058-Sep-09 12:00:00.000, 2472981.000000000, , , 8.68481497287729,-25.3892376,   49.5163750, -2.4735902,
 2058-Dec-08 12:00:00.000, 2473071.000000000, , , 8.33172505534575, 15.5902930,   43.8613361, -2.5166943,
 2059-Mar-08 12:00:00.000, 2473161.000000000, , , 9.65402855084906, 24.2276099,   45.2210601, -2.1115403,
 2059-Jun-06 12:00:00.000, 2473251.000000000, , , 10.0860296600754, -9.7080622,   55.9072644, -1.9567080,
 2059-Sep-04 12:00:00.000, 2473341.000000000, , , 8.91629264199206,-28.3086750,   63.3171777, -2.1337671,
 2059-Dec-03 12:00:00.000, 2473431.000000000, , , 8.14304112080512,  6.1773279,   59.0252673, -2.2421955,
 2060-Mar-02 12:00:00.000, 2473521.000000000, , , 9.30109383845826, 27.8051186,   57.6103253, -1.8739994,
 2060-May-31 12:00:00.000, 2473611.000000000, , , 10.0930411964013, -1.6604059,   67.3590035, -1.6391042,
 2060-Aug-29 12:00:00.000, 2473701.000000000, , , 9.18538503595590,-28.2248445,   76.6159050, -1.6988561,
