 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 2071-Oct-01 12:00:00.000, 2477751.000000000, , , 30.0395657346302,-29.3503351,  105.3646646, -0.8550144,
 2071-Dec-30 12:00:00.000, 2477841.000000000, , , 28.9585275116213, -2.6815172,  104.1890108, -0.8718947,
 2072-Mar-29 12:00:00.000, 2477931.000000000, , , 29.8714361933126, 29.6148595,  102.6476870, -0.8306006,
 2072-Jun-27 12:00:00.000, 2478021.000000000, , , 30.9483109321026,  4.2084433,  104.8227082, -0.7873216,
 2072-Sep-25 12:00:00.000, 2478111.000000000, , , 30.1752655037924,-28.6706356,  107.5088364, -0.7926673,
 2072-Dec-24 12:00:00.000, 2478201.000000000, , , 28.9881950609329, -6.6828733,  106.6285253, -0.8097789,
 2073-Mar-24 12:00:00.000, 2478291.000000000, , , 29.7529989053541, 29.1377295,  104.8680351, -0.7739561,
 2073-Jun-22 12:00:00.000, 2478381.000000000, , , 30.9311632285176,  7.7192504,  106.7790186, -0.7298415,
 2073-Sep-20 12:00:00.000, 2478471.000000000, , , 30.3060802309060,-27.5479115,  109.6228567, -0.7298645,
 2073-Dec-19 12:00:00.000, 2478561.000000000, , , 29.0337970406685,-10.5570237,  109.0590340, -0.7462170,
 2074-Mar-19 12:00:00.000, 2478651.000000000, , , 29.6368128317027, 28.1838607,  107.1189776, -0.7157106,
 2074-Jun-17 12:00:00.000, 2478741.000000000, , , 30.8981173266546, 11.1165256,  108.7415123, -0.6716174,
 2074-Sep-15 12:00:00.000, 2478831.000000000, , , 30.4302633959046,-26.0052848,  111.7075692, -0.6667271,
 2074-Dec-14 12:00:00.000, 2478921.000000000, , , 29.0947757374530,-14.2196559,  111.4748476, -0.6814664,
 2075-Mar-14 12:00:00.000, 2479011.000000000, , , 29.5252250659235, 26.7494104,  109.3989312, -0.6559249,
 2075-Jun-12 12:00:00.000, 2479101.000000000, , , 30.8499496683666, 14.3435746,  110.7129146, -0.6126501,
 2075-Sep-10 12:00:00.000, 2479191.000000000, , , 30.5461617038717,-24.0636303,  113.7639510, -0.6033651,
 2075-Dec-09 12:00:00.000, 2479281.000000000, , , 29.1703754153112,-17.5991735,  113.8715300, -0.6157777,
 2076-Mar-08 12:00:00.000, 2479371.000000000, , , 29.4204300521219, 24.8369912,  111.7059431, -0.5946622,
 2076-Jun-06 12:00:00.000, 2479461.000000000, , , 30.7876635916720, 17.3620119,  112.6958405, -0.5529213,
 2076-Sep-04 12:00:00.000, 2479551.000000000, , , 30.6523883666529,-21.7506270,  115.7937633, -0.5398618,
 2076-Dec-03 12:00:00.000, 2479641.000000000, , , 29.2596474131085,-20.6424222,  116.2445762, -0.5493603,
 2077-Mar-03 12:00:00.000, 2479731.000000000, , , 29.3248791035056, 22.4709704,  114.0381284, -0.5319941,
 2077-Jun-01 12:00:00.000, 2479821.000000000, , , 30.7127651068517, 20.1347961,  114.6927981, -0.4924234,
 2077-Aug-30 12:00:00.000, 2479911.000000000, , , 30.7480220778801,-19.1045265,  117.7997296, -0.4762580,
 2077-Nov-28 12:00:00.000, 2480001.000000000, , , 29.3616002752545,-23.3108209,  118.5907418, -0.4824130,
 2078-Feb-26 12:00:00.000, 2480091.000000000, , , 29.2408611207244, 19.6978555,  116.3929220, -0.4680331,
 2078-May-27 12:00:00.000, 2480181.000000000, , , 30.6270158547566, 22.6239309,  116.7069023, -0.4311396,
 2078-Aug-25 12:00:00.000, 2480271.000000000, , , 30.8321837887401,-16.1798589,  119.7845206, -0.4125655,
 2078-Nov-23 12:00:00.000, 2480361.000000000, , , 29.4748431579842,-25.5639761,  120.9077154, -0.4151288,
 2079-Feb-21 12:00:00.000, 2480451.000000000, , , 29.1703828489697, 16.5683177,  118.7672760, -0.4029007,
 2079-May-22 12:00:00.000, 2480541.000000000, , , 30.5321060987233, 24.7893292,  118.7407994, -0.3690336,
 2079-Aug-20 12:00:00.000, 2480631.000000000, , , 30.9041945392805,-13.0352458,  121.7513482, -0.3487877,
 2079-Nov-18 12:00:00.000, 2480721.000000000, , , 29.5977688015050,-27.3591521,  123.1931332, -0.3476878,
 2080-Feb-16 12:00:00.000, 2480811.000000000, , , 29.1152667578269, 13.1420257,  121.1585694, -0.3367205,
 2080-May-16 12:00:00.000, 2480901.000000000, , , 30.4299373792138, 26.5830364,  120.7973448, -0.3060876,
 2080-Aug-14 12:00:00.000, 2480991.000000000, , , 30.9633882077999, -9.7197172,  123.7044642, -0.2849330,
 2080-Nov-12 12:00:00.000, 2481081.000000000, , , 29.7286597389552,-28.6612648,  125.4465225, -0.2802372,
 2081-Feb-10 12:00:00.000, 2481171.000000000, , , 29.0768509283602,  9.4694104,  123.5638305, -0.2696282,
 2081-May-11 12:00:00.000, 2481261.000000000, , , 30.3222678926435, 27.9619242,  122.8800908, -0.2423034,
 2081-Aug-09 12:00:00.000, 2481351.000000000, , , 31.0090909614310, -6.2730423,  125.6478064, -0.2209939,
 2081-Nov-07 12:00:00.000, 2481441.000000000, , , 29.8653147824166,-29.4542930,  127.6680915, -0.2128871,
 2082-Feb-05 12:00:00.000, 2481531.000000000, , , 29.0559852341521,  5.6066621,  125.9795451, -0.2017980,
 2082-May-06 12:00:00.000, 2481621.000000000, , , 30.2106834239866, 28.8982754,  124.9914304, -0.1776957,
 2082-Aug-04 12:00:00.000, 2481711.000000000, , , 31.0406529342814, -2.7278273,  127.5856649, -0.1569413,
 2082-Nov-02 12:00:00.000, 2481801.000000000, , , 30.0054654133257,-29.7501127,  129.8579597, -0.1457697,
 2083-Jan-31 12:00:00.000, 2481891.000000000, , , 29.0528526884058,  1.6168903,  128.4022764, -0.1334474,
 2083-May-01 12:00:00.000, 2481981.000000000, , , 30.0966097849572, 29.3816686,  127.1329859, -0.1123072,
 2083-Jul-30 12:00:00.000, 2482071.000000000, , , 31.0572123512549,  0.8585678,  129.5220106, -0.0927782,
 2083-Oct-28 12:00:00.000, 2482161.000000000, , , 30.1462454603510,-29.5635883,  132.0170671, -0.0790230,
 2084-Jan-26 12:00:00.000, 2482251.000000000, , , 29.0670186045666, -2.4191623,  130.8273714, -0.0648120,
 2084-Apr-25 12:00:00.000, 2482341.000000000, , , 29.9812757412284, 29.4074792,  129.3060897, -0.0461967,
 2084-Jul-24 12:00:00.000, 2482431.000000000, , , 31.0579803784776,  4.4205943,  131.4596465, -0.0285141,
 2084-Oct-22 12:00:00.000, 2482521.000000000, , , 30.2847064441953,-28.9064231,  134.1459227, -0.0127570,
 2085-Jan-20 12:00:00.000, 2482611.000000000, , , 29.0978430754703, -6.4081088,  133.2495027,  0.0038856,
 2085-Apr-20 12:00:00.000, 2482701.000000000, , , 29.8663017320058, 28.9572334,  131.5101956,  0.0205167,
 2085-Jul-19 12:00:00.000, 2482791.000000000, , , 31.0426595259598,  7.9013439,  133.4018377,  0.0358142,
 2085-Oct-17 12:00:00.000, 2482881.000000000, , , 30.4184801561499,-27.7858410,  136.2444783,  0.0529469,
 2086-Jan-15 12:00:00.000, 2482971.000000000, , , 29.1446879408804,-10.2705531,  135.6635101,  0.0723988,
 2086-Apr-15 12:00:00.000, 2483061.000000000, , , 29.7535687382505, 28.0189333,  133.7443487,  0.0876904,
 2086-Jul-14 12:00:00.000, 2483151.000000000, , , 31.0114122343295, 11.2556814,  135.3508002,  0.1001948,
 2086-Oct-12 12:00:00.000, 2483241.000000000, , , 30.5453565873213,-26.2186335,  138.3136039,  0.1180235,
 2087-Jan-10 12:00:00.000, 2483331.000000000, , , 29.2067261095270,-13.9412434,  138.0633346,  0.1404839,
 2087-Apr-10 12:00:00.000, 2483421.000000000, , , 29.6448654593271, 26.5920703,  136.0071618,  0.1551953,
 2087-Jul-09 12:00:00.000, 2483511.000000000, , , 30.9647329611615, 14.4513683,  137.3083088,  0.1646238,
 2087-Oct-07 12:00:00.000, 2483601.000000000, , , 30.6635650345855,-24.2381499,  140.3542571,  0.1824109,
 2088-Jan-05 12:00:00.000, 2483691.000000000, , , 29.2830350124258,-17.3606219,  140.4441871,  0.2079304,
 2088-Apr-04 12:00:00.000, 2483781.000000000, , , 29.5424001945401, 24.7038499,  138.2962352,  0.2228902,
 2088-Jul-03 12:00:00.000, 2483871.000000000, , , 30.9036823649660, 17.4471896,  139.2772072,  0.2290769,
 2088-Oct-01 12:00:00.000, 2483961.000000000, , , 30.7716857744418,-21.8869107,  142.3680724,  0.2460668,
 2088-Dec-30 12:00:00.000, 2484051.000000000, , , 29.3726673097140,-20.4730050,  142.8021136,  0.2745605,
 2089-Mar-30 12:00:00.000, 2484141.000000000, , , 29.4483848909356, 22.3901809,  140.6096275,  0.2906146,
 2089-Jun-28 12:00:00.000, 2484231.000000000, , , 30.8296931507049, 20.1961912,  141.2600151,  0.2935259,
 2089-Sep-26 12:00:00.000, 2484321.000000000, , , 30.8684666146907,-19.2213332,  144.3578276,  0.3090002,
 2089-Dec-25 12:00:00.000, 2484411.000000000, , , 29.4744032543997,-23.2108618,  145.1329821,  0.3402259,
 2090-Mar-25 12:00:00.000, 2484501.000000000, , , 29.3650791770850, 19.6902191,  142.9447564,  0.3581809,
 2090-Jun-23 12:00:00.000, 2484591.000000000, , , 30.7443691277809, 22.6484830,  143.2591215,  0.3579652,
 2090-Sep-21 12:00:00.000, 2484681.000000000, , , 30.9531108619900,-16.2862645,  146.3259496,  0.3712253,
 2090-Dec-20 12:00:00.000, 2484771.000000000, , , 29.5870247110460,-25.5182247,  147.4342220,  0.4047741,
 2091-Mar-20 12:00:00.000, 2484861.000000000, , , 29.2945949305511, 16.6404729,  145.2986281,  0.4253996,
 2091-Jun-18 12:00:00.000, 2484951.000000000, , , 30.6495483325139, 24.7535327,  145.2776446,  0.4223696,
 2091-Sep-16 12:00:00.000, 2485041.000000000, , , 31.0248795987417,-13.1198080,  148.2756549,  0.4327570,
 2091-Dec-15 12:00:00.000, 2485131.000000000, , , 29.7090987998522,-27.3533531,  149.7041578,  0.4680885,
 2092-Mar-14 12:00:00.000, 2485221.000000000, , , 29.2386371891376, 13.2751753,  147.6690658,  0.4920938,
 2092-Jun-12 12:00:00.000, 2485311.000000000, , , 30.5470483658775, 26.4829985,  147.3183420,  0.4867122,
 2092-Sep-10 12:00:00.000, 2485401.000000000, , , 31.0832486204672, -9.7579672,  150.2112970,  0.4936133,
 2092-Dec-09 12:00:00.000, 2485491.000000000, , , 29.8389033778001,-28.7015737,  151.9417318,  0.5301136,
 2093-Mar-09 12:00:00.000, 2485581.000000000, , , 29.1987559327800,  9.6469110,  150.0533334,  0.5580751,
 2093-Jun-07 12:00:00.000, 2485671.000000000, , , 30.4389113323232, 27.8184955,  149.3842519,  0.5509276,
 2093-Sep-05 12:00:00.000, 2485761.000000000, , , 31.1279219291083, -6.2531164,  152.1369701,  0.5538261,
 2093-Dec-04 12:00:00.000, 2485851.000000000, , , 29.9746381565002,-29.5631282,  154.1475019,  0.5907944,
 2094-Mar-04 12:00:00.000, 2485941.000000000, , , 29.1759916344100,  5.8272128,  152.4481669,  0.6231291,
 2094-Jun-02 12:00:00.000, 2486031.000000000, , , 30.3270204096445, 28.7432345,  151.4785767,  0.6149388,
 2094-Aug-31 12:00:00.000, 2486121.000000000, , , 31.1583477874984, -2.6752030,  154.0574062,  0.6134315,
 2094-Nov-29 12:00:00.000, 2486211.000000000, , , 30.1139017030698,-29.9331095,  156.3221629,  0.6500826,
 2095-Feb-27 12:00:00.000, 2486301.000000000, , , 29.1706239664981,  1.8928753,  154.8505093,  0.6870459,
 2095-May-28 12:00:00.000, 2486391.000000000, , , 30.2126749233389, 29.2259712,  153.6031318,  0.6786720,
 2095-Aug-26 12:00:00.000, 2486481.000000000, , , 31.1737196410947,  0.9160063,  155.9771864,  0.6724466,
 2095-Nov-24 12:00:00.000, 2486571.000000000, , , 30.2539472661184,-29.8025076,  158.4664069,  0.7079364,
 2096-Feb-22 12:00:00.000, 2486661.000000000, , , 29.1824776475959, -2.0784762,  157.2564792,  0.7496159,
 2096-May-22 12:00:00.000, 2486751.000000000, , , 30.0973458796146, 29.2365643,  155.7594999,  0.7419975,
 2096-Aug-20 12:00:00.000, 2486841.000000000, , , 31.1733623366320,  4.4747436,  157.8996242,  0.7308291,
 2096-Nov-18 12:00:00.000, 2486931.000000000, , , 30.3920757142726,-29.1706067,  160.5814119,  0.7643295,
 2097-Feb-16 12:00:00.000, 2487021.000000000, , , 29.2110037733813, -6.0239675,  159.6613457,  0.8106396,
 2097-May-17 12:00:00.000, 2487111.000000000, , , 29.9824642723881, 28.7630126,  157.9481666,  0.8047519,
 2097-Aug-15 12:00:00.000, 2487201.000000000, , , 31.1569118318193,  7.9594094,  159.8279945,  0.7885982,
 2097-Nov-13 12:00:00.000, 2487291.000000000, , , 30.5255877773501,-28.0572910,  162.6676120,  0.8192731,
 2098-Feb-11 12:00:00.000, 2487381.000000000, , , 29.2553935179659, -9.8776270,  162.0601041,  0.8699198,
 2098-May-12 12:00:00.000, 2487471.000000000, , , 29.8695664806426, 27.8138523,  160.1675643,  0.8667664,
 2098-Aug-10 12:00:00.000, 2487561.000000000, , , 31.1244068058200, 11.3309616,  161.7645090,  0.8457333,
 2098-Nov-08 12:00:00.000, 2487651.000000000, , , 30.6522457378959,-26.4980498,  164.7253472,  0.8727588,
 2099-Feb-06 12:00:00.000, 2487741.000000000, , , 29.3146880643418,-13.5700800,  164.4471122,  0.9272800,
 2099-May-07 12:00:00.000, 2487831.000000000, , , 29.7604924522994, 26.4084940,  162.4163197,  0.9278564,
 2099-Aug-05 12:00:00.000, 2487921.000000000, , , 31.0763410422603, 14.5372988,  163.7110693,  0.9022041,
 2099-Nov-03 12:00:00.000, 2488011.000000000, , , 30.7700469535385,-24.5333948,  166.7560727,  0.9247913,
$$EOE
*********************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Calendar dates are given in the modern Gregorian system, extended prior to
its 1582-Oct-15 adoption. The Gregorian calendar more closely corresponds to
physical Earth seasons and orbital motion, but can differ by up to 10 days with
historical records made under the prior Julian calendar, more if the Julian
calendar was extended prior to its 45-Jan-1 BC adoption to label the historical
event. Select "mixed" calendar mode if correlation with historical dates prior
to A.D. 1582 is important.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S
 
 'ObsEcLon,   ObsEcLat,' =
   Observer-centered IAU76/80 ecliptic-of-date longitude and latitude of the
target centers' apparent position, with light-time, gravitational deflection of
light, and stellar aberrations.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

*********************************************************************************************************
